age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,capital_gain_bin,capital_loss_bin,fnlwgt_scaled,capital_gain_scaled,capital_loss_scaled,native_country_freq
68,Federal-gov,133758,7th-8th,4,Widowed,Sales,Not-in-family,Black,Male,0,0,10,United-States,<=50K,0,0,-0.358380472476199,0.0,0.0,0.916298060564818
36,Local-gov,59313,Some-college,10,Separated,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K,0,0,-0.9756216873913071,0.0,0.0,0.916298060564818
33,Private,392812,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,>50K,0,0,1.789497903353184,0.0,0.0,0.916298060564818
29,Private,229729,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0.43733793220669226,0.0,0.0,0.916298060564818
32,Private,211349,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0.28494497727164375,0.0,0.0,0.916298060564818
44,Private,33155,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0,-1.192503891699849,0.0,0.0,0.916298060564818
47,Private,454989,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,0,0,2.3050222101538647,0.0,0.0,0.916298060564818
20,Private,258490,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K,0,0,0.6758022290993435,0.0,0.0,0.916298060564818
28,Private,167336,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,10520,0,40,United-States,>50K,0,0,-0.0799772820078062,9.261128538808288,0.0,0.916298060564818
26,State-gov,106812,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<=50K,0,0,-0.5817961723499648,0.0,0.0,0.916298060564818
29,Private,183627,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137,0,48,Ireland,<=50K,0,0,0.055095276688977006,8.051340933292979,0.0,0.0006805035726437564
30,Local-gov,226443,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,45,United-States,>50K,0,0,0.4100929240501869,0.0,7.543273346705446,0.916298060564818
31,Private,231043,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,0,0,0.4482326189740837,0.0,0.0,0.916298060564818
31,Private,233371,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,45,United-States,<=50K,0,0,0.4675346211007862,0.0,0.0,0.916298060564818
22,Self-emp-inc,40767,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0,-1.1293909878388266,0.0,0.0,0.916298060564818
25,Private,191782,11th,7,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K,0,0,0.12271032279862448,0.0,0.0,0.916298060564818
21,Private,256240,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0.6571469435387418,0.0,0.0,0.916298060564818
47,Private,98012,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K,0,0,-0.6547590669869848,8.94754601503218,0.0,0.916298060564818
77,Self-emp-inc,155761,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,8,United-States,<=50K,0,0,-0.17594836216956825,0.0,0.0,0.916298060564818
49,Private,151584,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,0,0,-0.21058086340807194,0.0,0.0,0.916298060564818
24,Private,170070,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,20,United-States,<=50K,0,0,-0.05730903724216841,0.0,0.0,0.916298060564818
39,Self-emp-not-inc,194668,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-States,<=50K,0,0,0.14663883574435627,0.0,0.0,0.916298060564818
31,Local-gov,381153,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,56,United-States,>50K,0,0,1.6928303591971594,9.617470759403409,0.0,0.916298060564818
25,Federal-gov,394820,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K,0,0,1.8061467093112675,0.0,0.0,0.916298060564818
23,Private,334357,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K,0,0,1.304833584488752,0.0,0.0,0.916298060564818
36,Private,197202,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K,0,0,0.16764883290460722,0.0,0.0,0.916298060564818
39,Private,195253,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,0,0,0.1514892099901127,0.0,0.0,0.916298060564818
64,Self-emp-inc,179436,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50K,0,0,0.020346698118096248,9.617470759403409,0.0,0.916298060564818
83,Self-emp-inc,153183,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,55,United-States,>50K,0,0,-0.19732317380300432,0.0,7.780303087908373,0.916298060564818
49,Self-emp-inc,213354,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,>50K,0,0,0.3015689095156466,0.0,0.0,0.916298060564818
32,Private,136204,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,0,2824,55,United-States,>50K,0,0,-0.3381001042623182,0.0,7.946263643580541,0.916298060564818
27,Private,37933,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0,-1.152888356407158,0.0,0.0,0.916298060564818
37,Self-emp-not-inc,119929,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0,-0.47304000315067046,0.0,0.0,0.916298060564818
44,Local-gov,160943,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,0,0,-0.13298316671399582,0.0,0.0,0.916298060564818
31,Private,574005,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,>50K,0,0,3.2918121951674517,0.0,0.0,0.916298060564818
39,Private,286026,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,0,0,0.9041097594090005,0.0,0.0,0.916298060564818
51,Private,355551,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,0,0,45,Mexico,<=50K,0,0,1.480558083231593,0.0,0.0,0.017522966995576726
50,Private,104501,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,0,0,-0.6009572234302095,0.0,0.0,0.916298060564818
24,Private,69640,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,-0.8899980722871588,0.0,0.0,0.916298060564818
31,Private,206609,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0.2456445090239762,0.0,0.0,0.916298060564818
62,Private,69867,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,0,0,-0.8881159612550447,0.0,0.0,0.916298060564818
60,Self-emp-not-inc,73091,HS-grad,9,Separated,Other-service,Not-in-family,Black,Male,0,1876,50,United-States,<=50K,0,0,-0.8613850098562092,0.0,7.537430036586509,0.916298060564818
70,Private,206232,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K,0,0,0.24251871228782204,0.0,0.0,0.916298060564818
35,Self-emp-not-inc,185848,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,4650,0,50,United-States,<=50K,0,0,0.07351011634679762,8.444837529224097,0.0,0.916298060564818
42,Private,103932,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,-0.605674937867535,0.0,0.0,0.916298060564818
22,Private,310152,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,1.1041441680468123,0.0,0.0,0.916298060564818
22,Private,29810,Some-college,10,Never-married,Transport-moving,Own-child,White,Female,0,0,30,United-States,<=50K,0,0,-1.2202380828999435,0.0,0.0,0.916298060564818
35,Private,189382,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0.10281135153398267,0.0,0.0,0.916298060564818
25,Private,53903,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0,-1.0204772851170205,0.0,0.0,0.916298060564818
22,Private,100345,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K,0,0,-0.6354156086701476,0.0,0.0,0.916298060564818
42,Self-emp-not-inc,178780,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,0,0,0.014907645972427488,0.0,0.0,0.916298060564818
49,Self-emp-inc,125892,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,0,0,-0.4235993507960625,0.0,0.0,0.916298060564818
54,Self-emp-not-inc,46704,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K,0,0,-1.0801659076729189,0.0,0.0,0.916298060564818
34,State-gov,287908,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,42,United-States,<=50K,0,0,0.9197138693756906,0.0,0.0,0.916298060564818
56,Private,136472,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,48,United-States,<=50K,0,0,-0.33587805247109986,0.0,0.0,0.916298060564818
49,Private,247892,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,30,United-States,<=50K,0,0,0.5879316884898961,0.0,0.0,0.916298060564818
37,Private,83893,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0,0,-0.7718230566892672,0.0,0.0,0.916298060564818
54,Private,57758,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,68,United-States,>50K,0,0,-0.9885145625231896,0.0,0.0,0.916298060564818
19,Private,181572,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0.03805678254362746,0.0,0.0,0.916298060564818
24,Private,164574,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,-0.10287768143819814,0.0,0.0,0.916298060564818
36,Local-gov,51424,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,-1.04103126418579,0.0,0.0,0.916298060564818
31,Local-gov,188798,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,0,0.09796926852625316,0.0,0.0,0.916298060564818
39,Private,282153,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K,0,0,0.8719977945306848,0.0,0.0,0.916298060564818
25,Private,156848,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,-0.1669357864342909,0.0,0.0,0.916298060564818
54,Self-emp-not-inc,104748,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,<=50K,0,0,-0.5989092876375568,0.0,0.0,0.916298060564818
43,Private,227065,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,4650,0,40,United-States,<=50K,0,0,0.41525007410293985,8.444837529224097,0.0,0.916298060564818
38,Private,241962,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0.538764646990177,0.0,0.0,0.916298060564818
42,Private,511068,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K,0,0,2.7699865474663015,8.94754601503218,0.0,0.916298060564818
43,Local-gov,152569,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,2339,36,United-States,<=50K,0,0,-0.20241399395154186,0.0,7.757906208351747,0.916298060564818
53,Private,277471,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,0,0,0.8331782180885794,0.0,0.0,0.916298060564818
21,Private,304302,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,0,0,1.055640425589248,0.0,0.0,0.916298060564818
30,Private,33688,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Female,0,1669,70,United-States,<=50K,0,0,-1.188084661831493,0.0,7.4205789054108005,0.916298060564818
48,Private,242406,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Puerto-Rico,<=50K,0,0,0.5424459566741356,0.0,0.0,0.003232391970057843
58,Private,104945,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,60,United-States,<=50K,0,0,-0.5972759137462508,0.0,0.0,0.916298060564818
21,Private,270043,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,<=50K,0,0,0.7715909020245131,0.0,0.0,0.916298060564818
20,Federal-gov,34862,Some-college,10,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,72,United-States,<=50K,0,0,-1.1783507483878723,0.0,0.0,0.916298060564818
24,Private,556660,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,4101,0,50,United-States,<=50K,0,0,3.14800067159028,8.319229938632326,0.0,0.916298060564818
76,Self-emp-not-inc,253408,Some-college,10,Widowed,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0.6336661574464645,0.0,0.0,0.916298060564818
28,Private,65171,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,70,United-States,<=50K,0,0,-0.9270516150295272,0.0,0.0,0.916298060564818
42,Private,319588,Bachelors,13,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K,0,0,1.1823802900689624,0.0,0.0,0.916298060564818
22,Private,316509,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0,1.1568515681840323,0.0,0.0,0.916298060564818
51,Private,206775,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K,0,0,0.24702085453644726,0.0,0.0,0.916298060564818
27,Private,168827,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K,0,0,-0.06761504610964748,0.0,0.0,0.916298060564818
56,Self-emp-inc,184598,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,United-States,<=50K,0,0,0.06314606881313001,0.0,0.0,0.916298060564818
30,Federal-gov,147215,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,0,0,-0.24680528234774696,0.0,0.0,0.916298060564818
21,Private,111676,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,-0.5414675905869575,0.0,0.0,0.916298060564818
43,Private,118308,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K,0,0,-0.4864800999923306,0.0,7.589841512182657,0.916298060564818
60,State-gov,165827,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K,0,0,-0.09248876019044974,0.0,0.0,0.916298060564818
62,Private,109190,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K,0,0,-0.5620796083219156,9.617470759403409,0.0,0.916298060564818
71,Private,180117,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0.025993031214438363,0.0,0.0,0.916298060564818
36,Private,102945,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,-0.613858389800119,0.0,0.0,0.916298060564818
58,Private,100960,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,0,0,-0.6303164972835832,0.0,0.0,0.916298060564818
42,Private,214503,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,>50K,0,0,0.31109554200859385,0.0,0.0,0.916298060564818
33,Private,211699,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,0.2878469105810707,0.0,0.0,0.916298060564818
57,Private,124771,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0,-0.4328938286242556,0.0,0.0,0.916298060564818
55,Self-emp-not-inc,319733,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0,1.1835825195828678,0.0,0.0,0.916298060564818
43,Private,282069,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,42,United-States,<=50K,0,0,0.8713013305364223,0.0,0.0,0.916298060564818
37,Private,312271,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States,<=50K,0,0,1.1217133014258858,0.0,0.0,0.916298060564818
29,Private,134890,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K,0,0,-0.3489947910297096,0.0,0.0,0.916298060564818
34,Self-emp-not-inc,312197,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,75,Mexico,>50K,0,0,1.1210997498118926,0.0,0.0,0.017522966995576726
20,Private,33551,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,-1.189220561441183,0.0,0.0,0.916298060564818
27,Private,314240,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,3325,0,40,United-States,<=50K,0,0,1.138038749100919,8.109525659752872,0.0,0.916298060564818
35,Private,361888,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,0,0,1.5330996586082744,0.0,0.0,0.916298060564818
34,Private,98101,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0,-0.6540211468025877,0.0,0.0,0.916298060564818
44,Private,171722,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,39,United-States,<=50K,0,0,-0.0436119120216733,0.0,0.0,0.916298060564818
69,State-gov,159191,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,810,38,United-States,<=50K,0,0,-0.14750941573718435,0.0,6.698268054115413,0.916298060564818
23,Private,386019,9th,5,Never-married,Farming-fishing,Unmarried,White,Male,0,0,70,United-States,<=50K,0,0,1.7331755234362207,0.0,0.0,0.916298060564818
28,Private,203710,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0.22160820998389427,0.0,0.0,0.916298060564818
24,Private,164529,12th,8,Never-married,Farming-fishing,Own-child,Black,Male,0,0,40,United-States,<=50K,0,0,-0.10325078714941018,0.0,0.0,0.916298060564818
39,Private,43712,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K,0,0,-1.1049732918495057,8.895492631451633,0.0,0.916298060564818
28,Private,109162,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,0,-0.5623117629866697,0.0,0.0,0.916298060564818
17,Private,231439,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K,0,0,0.45151594923274957,0.0,0.0,0.916298060564818
53,Local-gov,155314,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,0,0,-0.1796545455676078,0.0,0.0,0.916298060564818
61,Self-emp-not-inc,171840,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,Female,0,0,16,United-States,<=50K,0,0,-0.04263354593449507,0.0,0.0,0.916298060564818
31,Private,284395,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0.890586750187071,0.0,0.0,0.916298060564818
19,Private,246226,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0.5741184859370239,0.0,0.0,0.916298060564818
34,Private,97306,Bachelors,13,Divorced,Craft-repair,Unmarried,White,Female,0,0,25,United-States,<=50K,0,0,-0.6606126810340003,0.0,0.0,0.916298060564818
27,Private,73587,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,35,United-States,<=50K,0,0,-0.8572725557948498,0.0,0.0,0.916298060564818
47,Private,80924,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K,0,0,-0.7964397423912345,0.0,0.0,0.916298060564818
43,Private,180303,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,>50K,0,0,0.0275352014874481,0.0,0.0,0.916298060564818
23,Private,53245,9th,5,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,-1.025932919738743,0.0,0.0,0.916298060564818
23,Private,60331,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K,0,0,-0.9671812070798882,0.0,0.0,0.916298060564818
30,Private,171598,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,0,-0.04464002553701312,0.0,0.0,0.916298060564818
30,Private,316471,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0,1.1565365011390087,0.0,0.0,0.916298060564818
46,Federal-gov,106252,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,-0.586439265645048,0.0,0.0,0.916298060564818
21,Private,213015,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,2176,0,40,United-States,<=50K,0,0,0.29875817982451597,7.685703061234547,0.0,0.916298060564818
41,Private,200671,Bachelors,13,Divorced,Transport-moving,Own-child,Black,Male,6497,0,40,United-States,<=50K,0,0,0.1964111376200416,8.779249716229046,0.0,0.916298060564818
26,Private,214413,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Male,6497,0,48,United-States,<=50K,0,0,0.3103493305861698,8.779249716229046,0.0,0.916298060564818
32,Private,210562,Assoc-voc,11,Divorced,Craft-repair,Own-child,White,Male,0,0,46,United-States,<=50K,0,0,0.27841977294444664,0.0,0.0,0.916298060564818
38,Private,188888,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1340,40,United-States,<=50K,0,0,0.09871547994867724,0.0,7.201170883281678,0.916298060564818
30,Private,302438,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,1.0401855579070427,0.0,0.0,0.916298060564818
28,Private,157624,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,-0.16050178572539006,0.0,0.0,0.916298060564818
38,Private,472604,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,Mexico,<=50K,0,0,2.4510723679983086,0.0,0.0,0.017522966995576726
19,Private,165306,Some-college,10,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K,0,0,-0.0968084952024824,0.0,0.0,0.001701258931609391
48,Private,181758,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,0.039598952816637195,0.0,0.0,0.916298060564818
24,Private,142528,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K,0,0,-0.285666314979987,0.0,0.0,0.916298060564818
39,Private,339442,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,2176,0,40,United-States,<=50K,0,0,1.3469945298557118,7.685703061234547,0.0,0.916298060564818
47,Private,181307,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,>50K,0,0,0.035859604466489926,11.512925464970229,0.0,0.916298060564818
58,Private,210673,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,0,0,0.27934010036543633,0.0,0.0,0.916298060564818
45,Self-emp-inc,204196,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,>50K,0,0,0.22563775166498423,0.0,0.0,0.916298060564818
28,Private,268726,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K,0,0,0.7606713415430408,0.0,0.0,0.916298060564818
54,Private,35557,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,United-States,>50K,0,0,-1.1725883379591533,8.895492631451633,0.0,0.916298060564818
56,Federal-gov,196307,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,0,0,0.16022817487050123,0.0,0.0,0.916298060564818
52,Private,150393,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,0,0,-0.22045572789815043,0.0,0.0,0.916298060564818
59,Self-emp-not-inc,148526,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,0,-0.23593546929443637,0.0,0.0,0.916298060564818
39,Private,140854,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0,-0.2995458474370747,0.0,0.0,0.916298060564818
38,Private,335104,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K,0,0,1.3110271392948716,0.0,0.0,0.916298060564818
63,Self-emp-not-inc,122442,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,United-States,<=50K,0,0,-0.4522041219889851,0.0,0.0,0.916298060564818
63,Private,96299,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,45,United-States,>50K,0,0,-0.668961957727123,0.0,0.0,0.916298060564818
51,Local-gov,199688,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,0,0,0.18826085063956538,0.0,0.0,0.916298060564818
36,Private,184498,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0.062316945010436595,0.0,0.0,0.916298060564818
27,Private,704108,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0,4.3705271361856575,0.0,0.0,0.916298060564818
22,Private,192017,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0.12465876373495399,0.0,0.0,0.916298060564818
27,Federal-gov,148153,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,0,0,-0.2390281010784828,0.0,0.0,0.916298060564818
32,Private,117779,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,0,0,35,United-States,<=50K,0,0,-0.49086616490857876,0.0,0.0,0.916298060564818
35,Private,247547,HS-grad,9,Separated,Prof-specialty,Other-relative,Black,Female,0,0,40,United-States,<=50K,0,0,0.5850712113706038,0.0,0.0,0.916298060564818
47,Private,275095,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0.813478236536584,0.0,0.0,0.916298060564818
59,Private,106748,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,99,United-States,<=50K,0,0,-0.5823268115836886,0.0,0.0,0.916298060564818
39,Private,300760,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,50,United-States,<=50K,0,0,1.0262728604978475,0.0,0.0,0.916298060564818
